UsuarioID,Nome,Email,Telefone,DataNascimento,Genero,CidadeID,CEP,Profissao,RendaFamiliar,Fumante,DataCadastro,DataUltimaAtualizacao,Ativo
2018,Dra. Ana Beatriz Lima,marcos-vinicius22@example.net,+55 (021) 6268 6108,1973-02-12,M,276,62010152,Panificador/Padeiro,2519.03,0,2023-10-25 18:04:12.266005,2024-10-05 13:21:22.216065,1
2019,Maria Júlia Mendes,alima@example.net,(031) 4760 7798,1986-10-13,M,233,55335-247,Profissional de comércio exterior,4479.07,0,2023-10-12 23:49:10.725333,2024-08-11 03:34:53.073326,1
2020,Srta. Milena Monteiro,marcelomendonca@example.net,0800 896 2867,2001-03-06,M,89,56744-163,Astrônomo,13341.02,1,2025-06-06 09:04:34.208546,2024-12-04 05:00:55.551716,1
2021,Bryan Novais,vasconcelosagatha@example.org,(021) 3339 8985,1960-06-25,F,440,92500247,Leiloeiro,3141.89,0,2025-02-20 21:05:24.336358,2025-02-06 10:07:29.217574,1
2022,Nicolas Cunha,nicolasnovaes@example.org,+55 (021) 5880-4962,1992-02-18,F,119,42235769,Engenheiro de petróleo,2172.59,0,2024-06-05 15:54:41.878286,2025-01-05 12:28:34.959230,1
2023,Luiz Henrique da Rocha,guerrabruno@example.net,11 2558 0315,1949-05-28,F,47,90680-619,Soldado,3249.35,1,2024-04-15 10:31:48.058698,2025-02-17 01:27:19.839898,1
2024,Caleb Almeida,sousamariane@example.org,+55 21 9531-3135,1966-10-06,M,361,87373416,Ator,3372.05,0,2023-12-28 21:15:09.171036,2025-03-20 09:44:34.039680,1
2025,Lorena Castro,fonsecakevin@example.org,+55 81 1485 7517,1949-07-08,F,84,53212-753,Ferramenteiro,2293.26,1,2023-10-21 07:30:07.643624,2025-05-26 22:05:16.879990,1
2026,Sra. Amanda Marques,mouravitor@example.com,+55 81 3192-6219,2004-09-01,F,179,69298151,Manobrista,3717.52,1,2024-03-04 03:09:47.520533,2024-08-26 03:27:12.485979,1
2027,Cecilia Santos,xrezende@example.com,(041) 3145-7265,1980-07-17,M,13,63455-466,Gagsman,1592.08,0,2024-03-22 06:28:47.202770,2025-01-24 11:19:24.163975,1
2028,Ester Vieira,nfonseca@example.net,(031) 2586 6019,1966-05-04,F,70,41947291,Terapeuta floral,2137.16,0,2024-02-06 08:28:47.772363,2025-06-01 14:23:38.267044,1
2029,Dr. Alexandre Pires,fariasjoao@example.com,+55 71 6116-0810,1977-12-09,M,84,08707-965,Engenheiro de segurança do trabalho,4355.19,1,2024-02-09 15:46:01.705996,2025-07-25 15:13:03.893474,1
2030,Matheus Sales,santosluiz-miguel@example.com,(084) 4525-4861,1994-10-11,M,27,06175504,Regente,1239.63,0,2024-08-13 15:21:41.150294,2024-12-06 09:58:13.552293,1
2031,Sr. Juan Lima,hbrito@example.com,(071) 0855 1108,2005-03-22,O,310,63963-186,Ecólogo,4682.48,0,2025-04-30 23:07:27.405561,2025-05-14 09:42:26.653628,1
2032,Vitor Hugo Oliveira,anna-lizmontenegro@example.org,+55 (031) 3061 5471,1984-03-28,M,408,24596378,Moldureiro,1090.08,0,2024-05-24 05:24:12.069316,2025-03-14 09:02:06.810368,1
2033,Bruno Pinto,das-nevesanthony-gabriel@example.net,+55 (081) 5787 0371,1968-09-28,F,180,06667255,Coreógrafo,1254.31,0,2025-05-30 02:21:11.302128,2024-10-21 17:28:31.797480,1
2034,Sr. Théo Rocha,umendes@example.net,+55 (084) 1194-2710,1999-12-02,F,431,92119210,Farmacêutico,2322.76,0,2024-08-10 08:16:31.718460,2024-10-17 20:12:14.983957,1
2035,Sr. Daniel Gomes,josue30@example.com,+55 (081) 3666 0632,1989-01-11,F,104,08403051,Mestre cervejeiro,3440.71,1,2025-07-03 03:10:12.919277,2024-10-08 07:04:48.778165,1
2036,Dr. Asafe Fonseca,albuquerqueleandro@example.org,84 7988-1594,2001-03-06,M,152,66189-084,Tecnólogo em automação industrial,5782.73,1,2025-06-09 00:52:45.087178,2024-11-24 01:56:28.596546,1
2037,Sr. Bernardo Novais,guerraisis@example.net,(081) 6069 5599,2001-09-06,M,75,55317-891,Apicultor,3068.09,1,2023-09-25 14:25:24.614322,2024-11-09 22:28:21.289887,1
2038,Srta. Cecilia Farias,vda-paz@example.org,+55 51 5242 7509,1952-06-19,M,294,45532-419,Corretor de seguros,2635.22,0,2025-01-01 20:49:38.128692,2025-04-16 10:48:47.523440,1
2039,Vitor Hugo Camargo,scamargo@example.com,+55 (041) 1615 3644,1999-10-06,F,201,04795-046,Embaixador,3983.0,0,2025-01-30 21:32:53.525340,2025-03-13 19:36:47.913866,1
2040,Pietra Sousa,leonardoaparecida@example.com,+55 21 1623-0030,1948-08-26,M,290,19315049,Acompanhante,1928.6,0,2023-12-10 07:14:16.107977,2025-02-02 18:50:58.510966,1
2041,Giovanna Sá,enzopimenta@example.org,+55 (041) 4520 8235,1959-01-17,M,366,45065024,Ortodontista,3196.17,0,2024-02-03 06:46:50.887772,2024-09-04 11:45:53.450315,1
2042,Srta. Luna Fogaça,pda-paz@example.org,+55 (011) 9688 8831,1979-02-07,O,258,84386650,Brigadeiro,1636.44,1,2025-03-04 06:33:42.755574,2024-12-20 16:54:34.363943,1
2043,Theodoro Rodrigues,julialima@example.com,+55 31 4963 8676,1998-07-03,F,297,86457036,Skatista,3106.63,0,2023-11-13 14:05:48.078121,2025-04-16 00:37:05.985022,1
2044,Kamilly Aragão,isabella02@example.org,71 4441-2191,1974-09-24,M,466,53170-731,Agrimensor,2793.59,1,2025-04-07 19:25:31.319183,2024-12-21 00:44:02.481244,1
2045,Marcelo Ferreira,isadoraborges@example.com,(081) 0622-1789,1950-10-04,F,139,99350-570,Controlador de vôo,1993.94,0,2023-11-20 11:14:37.914456,2025-05-29 18:59:48.627178,1
2046,Raquel Montenegro,camila80@example.com,(041) 2603 2003,1964-12-19,F,171,69353320,Músico,3237.38,1,2025-01-06 19:08:50.569108,2024-10-28 15:33:16.566370,1
2047,Camila Melo,theodoromarques@example.com,0500 029 1542,1980-12-21,M,343,83606082,Técnico em taquigrafia,3226.89,0,2025-07-27 15:20:15.440331,2025-03-27 14:39:03.223193,1
2048,Dra. Yasmin da Rocha,camila26@example.com,11 9428 3981,1997-11-23,M,290,50295065,Acompanhante,5365.4,0,2024-03-02 03:03:12.349798,2024-09-26 08:46:22.057199,1
2049,Maria Eduarda Rocha,cauerocha@example.org,+55 61 2105 9701,1982-11-03,F,86,77838-985,Cirurgião bucal,1335.66,0,2024-11-07 07:45:52.104833,2025-03-29 06:16:52.113162,1
2050,Srta. Esther Marques,epires@example.net,+55 (061) 4423-6025,1947-06-20,F,181,84258473,Modelo,2869.74,0,2024-05-07 05:57:24.981640,2024-10-28 09:04:52.160432,1
2051,Bruno Gonçalves,casa-grandemaria@example.net,84 7322 9171,1992-07-15,F,224,18389-280,Biotecnólogo,2038.29,0,2024-04-27 15:02:47.211754,2025-05-07 18:05:37.389539,1
2052,João Pedro Barbosa,henry-gabriel00@example.com,+55 (041) 3209-5540,2005-11-11,M,200,78064370,Metalúrgico,4604.92,1,2024-05-28 10:26:21.328136,2024-10-18 22:21:23.159614,1
2053,Enzo da Mota,fnovaes@example.org,0900-343-6886,1958-09-30,M,86,43286515,Produtor de eventos,4345.76,0,2023-10-12 05:13:47.013612,2025-04-09 01:03:33.561925,1
2054,Diogo Monteiro,apacheco@example.com,0500 148 0306,1957-10-17,M,458,42222035,Manobrista,3842.74,0,2025-05-07 09:09:15.698998,2024-09-01 04:14:36.197348,1
2055,Gustavo Moreira,xbarbosa@example.org,81 5693 0090,1951-03-13,M,366,24015414,Militar da Marinha,2096.62,0,2025-03-09 05:39:24.487305,2025-05-11 22:43:05.763654,1
2056,Alícia da Rocha,enzosampaio@example.net,+55 51 8755 6761,1970-07-10,M,230,66273-408,Agente de combate à endemias,4641.23,0,2025-02-12 02:49:04.943056,2025-02-28 12:35:39.210053,1
2057,Ágatha Cardoso,gomesmaria@example.net,+55 31 4282-3344,1954-09-14,M,324,02225-053,Meeiro,1387.05,0,2023-11-14 14:20:13.930033,2024-10-15 21:47:39.248119,1
2058,Manuella Leão,luiz-miguelda-costa@example.com,+55 41 0471-4272,1951-12-13,F,442,56309-445,Senador,1251.81,0,2025-04-04 10:26:30.510292,2025-05-04 17:55:02.495829,1
2059,Alícia da Rocha,raulteixeira@example.net,+55 (021) 5139 5414,1980-10-14,O,69,14108618,Berçarista,1575.08,0,2024-09-12 19:26:21.468639,2024-08-19 10:48:16.883719,1
2060,Benício Almeida,arthur-gabrielpires@example.com,0300 161 1128,1962-06-29,F,120,23686644,Cientista da informação e documentação,2931.48,0,2024-09-11 15:16:39.154536,2025-01-11 00:10:29.820340,1
2061,Vicente Ramos,sofia49@example.net,+55 61 2561-9623,1997-05-07,F,257,06819-893,Gourmet,4177.98,0,2024-04-22 12:48:47.628824,2025-06-15 13:52:10.596976,1
2062,Dr. Luigi Rezende,enrico65@example.com,+55 84 6862 5137,1959-02-01,M,387,51296-860,Auxiliar administrativo,673.16,0,2024-07-10 09:40:13.070179,2025-07-28 05:42:05.235663,1
2063,Lunna Mendonça,macedoana-carolina@example.org,(081) 2769-0555,1992-05-07,O,18,37375-090,Restaurador,5775.45,0,2025-06-27 04:18:40.521491,2024-12-24 06:06:40.907346,1
2064,Vitória Novaes,henriquesantos@example.net,0300-084-8310,1955-10-01,M,493,25303482,Taxidermista/Embalsamador,3182.93,0,2024-12-15 13:09:48.159115,2025-04-30 15:38:51.558132,1
2065,Natália da Rosa,beniciocasa-grande@example.com,+55 11 4469-4307,1964-02-29,O,218,10761457,Optometrista,1361.19,1,2024-01-12 19:42:35.163574,2024-10-20 20:29:31.954680,1
2066,Caroline Vieira,isabelarodrigues@example.com,(011) 9820 9768,1995-03-15,O,171,32040-749,Técnico em aviação,3135.28,0,2024-05-21 02:11:28.624549,2025-06-14 08:46:27.320212,1
2067,Enzo Gabriel Vieira,hsouza@example.com,+55 11 2788 8901,1944-10-05,F,136,39422978,Infectologista,5147.48,0,2024-11-05 11:18:07.963602,2024-08-27 20:43:16.510506,1
2068,Ian Mendes,henry90@example.org,+55 (051) 2699-5190,1992-08-29,O,84,54386-479,Co-piloto,4022.75,0,2023-09-10 05:52:09.362584,2024-11-24 12:23:53.590495,1
2069,Dr. Benicio Casa Grande,da-rosadavi-miguel@example.net,84 2944 2052,1963-01-09,F,381,46225-739,Taxidermista/Embalsamador,5164.36,1,2024-07-24 09:17:44.952630,2025-03-12 14:15:11.847977,1
2070,Dr. Rafael Cavalcante,duarteana-laura@example.net,+55 (031) 3065 7128,2003-08-31,M,477,26367-565,Guarda ou policial rodoviário,1505.49,0,2025-05-16 00:26:48.766262,2025-04-27 15:02:12.492627,1
2071,Elisa Silva,vasconcelosana-vitoria@example.org,11 5334-8080,1997-02-09,M,197,90706-674,Confeiteiro,2423.57,0,2024-08-15 18:41:30.058347,2024-12-28 18:56:05.946397,1
2072,Laura Cirino,pereirapedro-miguel@example.org,+55 11 3604 9474,1983-05-24,F,476,13375-558,Arquivista,1877.42,0,2023-08-24 20:41:20.029169,2024-10-03 16:26:28.888318,1
2073,Eduardo Castro,heloisa53@example.org,+55 81 1425 4827,1991-02-10,M,400,98454-987,Profissional de informática,7035.96,0,2025-07-07 15:00:45.491454,2025-06-03 22:51:21.358489,1
2074,Danilo Aparecida,wcosta@example.org,+55 41 8980 4576,1972-10-30,F,230,13675255,Confeiteiro,4103.85,0,2024-08-02 04:56:51.074492,2024-08-17 01:32:14.934033,1
2075,Sr. Pedro Lucas da Luz,diasmaria-luisa@example.net,0800 229 6258,2007-04-03,O,319,81815427,Bombeiro,12375.88,1,2025-04-25 12:16:52.560180,2025-04-26 19:03:37.452048,1
2076,Sr. Gustavo Novais,ana-julia37@example.net,(031) 7072 1769,1978-10-20,M,205,63084-627,Ecólogo,2359.48,0,2024-07-26 10:35:37.658624,2025-01-01 20:11:55.416329,1
2077,Srta. Luiza Ferreira,abreuvalentina@example.com,0900 959 0530,1992-03-23,F,266,79950377,Engenheiro agrônomo,2074.89,1,2024-03-19 14:48:55.026082,2024-11-21 22:18:24.405851,1
2078,Marcelo Machado,guerravinicius@example.org,+55 71 4319-7406,1956-06-23,O,29,20228391,Costureira,2775.5,0,2024-01-22 21:28:07.488092,2025-07-13 23:01:51.130116,1
2079,Elisa Nascimento,cmachado@example.net,+55 51 9590 7009,2004-06-03,O,331,51033-140,Bombeiro,5938.3,0,2024-09-09 17:06:13.250124,2025-06-24 08:57:02.859425,1
2080,Davi Alves,gaelviana@example.com,(031) 4073-3973,1975-02-13,O,26,95315-714,Armador,2482.3,1,2024-05-24 05:17:15.529286,2025-05-08 09:57:59.281897,1
2081,Sara Vargas,souzavitor-hugo@example.com,(061) 1090 9331,1965-10-10,F,397,91511-501,Profissional de manutenção industrial,3172.32,0,2023-10-27 19:57:00.180035,2024-08-25 08:50:55.017020,1
2082,Raul Dias,camargoleo@example.com,41 6839-8591,1958-08-11,O,402,97976595,Psicólogo,3128.61,0,2024-04-02 07:47:13.919050,2025-07-01 16:23:36.120119,1
2083,André Sousa,pietrocunha@example.net,+55 61 6936-6639,1980-07-13,F,114,88691-237,Windsurfer,3040.41,1,2024-03-02 23:37:26.950585,2024-10-29 16:07:08.865075,1
2084,Sofia Farias,cborges@example.net,+55 (084) 8900 9180,1995-02-18,M,152,92189271,Pastilheiro,2151.24,1,2023-10-15 02:08:11.433325,2025-07-01 18:52:22.784241,1
2085,Laís Melo,gabrielly81@example.com,(081) 3218-9514,2000-10-30,F,230,41891895,Comprador,2783.19,1,2024-11-03 08:04:24.998032,2025-01-29 01:05:27.041823,1
2086,Diogo Nunes,cpereira@example.com,+55 (084) 9734 8607,1988-06-12,F,282,26283-336,Arquiteto,2724.25,1,2023-10-26 17:51:13.329267,2025-02-06 07:57:12.523817,1
2087,Sra. Maitê Sales,fogacagabriel@example.com,+55 31 7754 5075,1990-03-25,M,134,25306-110,Engenheiro mecânico,2969.7,0,2024-05-09 18:27:15.017695,2024-09-06 20:11:23.463614,1
2088,Rhavi Aparecida,rhavialves@example.net,61 8680 4779,1953-04-08,F,280,24710797,Seringueiro,4777.91,0,2024-05-15 09:48:20.463782,2025-03-23 11:56:40.212413,1
2089,Yuri Camargo,araujocecilia@example.net,+55 (071) 0138 8597,1953-04-23,F,138,11367388,Cobrador de pedágio,7189.05,0,2023-10-21 12:23:17.433450,2025-07-21 11:08:38.185005,1
2090,Apollo Guerra,enzo69@example.net,71 7191-3921,1962-04-28,M,27,60371745,Cenógrafo,1958.2,1,2024-04-18 04:29:31.136726,2025-04-14 16:31:34.901325,1
2091,Hellena Machado,thalessilva@example.net,+55 71 7059 4669,1998-12-16,F,1,59511165,Orçamentista,2450.39,0,2024-07-16 12:59:14.072747,2024-12-16 14:29:40.244066,1
2092,Sr. Luan Araújo,mendoncaotavio@example.com,51 1479 7938,1965-02-25,F,51,61124670,Governador,1973.36,0,2025-06-22 05:21:48.232805,2025-05-13 03:04:58.899124,1
2093,Evelyn Pacheco,melina08@example.net,0800 269 4813,1968-11-14,F,382,35997-972,Supervisor,3273.29,0,2024-10-21 00:05:50.191577,2025-07-03 15:08:15.130673,1
2094,Hellena Viana,ana-clara06@example.com,+55 51 5295 4005,1946-09-30,M,481,05098723,Cenógrafo,2277.48,0,2023-10-17 07:32:52.955821,2024-12-03 12:21:24.881133,1
2095,Gael Henrique Almeida,daniela25@example.net,(021) 5304 2143,1994-04-30,M,203,21554148,Artista de circo,3360.68,0,2023-10-06 07:24:59.836257,2025-06-07 16:16:54.482771,1
2096,Vitor Gabriel Machado,emillymartins@example.org,+55 21 6651 8999,1964-06-11,M,243,44397-604,Contabilista,5176.13,0,2025-05-08 21:00:43.919222,2025-01-21 05:24:10.690027,1
2097,Aurora Moraes,xgarcia@example.org,+55 61 0364-0298,1960-03-24,O,73,65414-806,Biotecnólogo,843.1,0,2024-10-24 19:33:04.558396,2024-09-26 03:39:29.829042,1
2098,Evelyn Mendonça,heloisa20@example.com,+55 31 6878 3326,1949-09-06,M,262,87736878,Timoneiro,3811.93,0,2025-03-09 02:56:02.403631,2024-08-04 02:14:04.720654,1
2099,Sr. Luiz Miguel Gonçalves,lais22@example.com,+55 (031) 1003-8589,1965-06-19,F,72,51596-811,Investigador particular,2368.25,0,2025-06-19 15:46:13.260823,2024-08-28 07:00:31.211128,1
2100,Paulo Freitas,pachecoliam@example.com,+55 81 7291-5515,1973-09-05,M,290,07928985,Operador de telemarketing,3752.63,0,2024-05-31 21:33:12.480808,2025-04-09 15:44:33.986872,1
2101,Maria Fernanda Albuquerque,teixeirajose-miguel@example.net,+55 (051) 1983-6230,2003-11-23,M,466,42457463,Jóquei,1904.1,0,2023-11-23 18:41:36.126129,2025-02-22 02:29:08.033071,1
2102,Luiz Felipe Ferreira,vviana@example.org,61 1726-0761,1950-10-09,F,95,96711208,Cortador de cana-de-açucar,5421.51,0,2025-07-01 05:42:38.988287,2025-03-01 23:26:17.097023,1
2103,Pietro Novais,novaisluiza@example.net,+55 81 4204 4156,1945-02-13,F,368,65925-407,Boticário,4706.22,0,2024-04-20 13:11:59.478324,2024-09-09 06:26:45.278396,1
2104,Henrique Siqueira,sousaisaac@example.org,71 2072-7999,1952-10-15,M,11,74284281,Taxidermista/Embalsamador,3960.7,0,2025-03-29 03:34:34.780012,2024-08-04 16:09:57.194395,1
2105,Maria Vitória Macedo,luizaabreu@example.net,0300 499 4018,1952-11-05,M,180,44316-803,Jogador de vôlei,4432.03,0,2023-09-07 16:50:13.743304,2025-06-30 22:27:13.907480,1
2106,Enrico Siqueira,pastoragatha@example.net,0900-892-6629,1981-11-14,M,56,87731403,Sociólogo,2053.27,0,2023-09-15 01:30:05.983645,2024-12-14 01:43:07.973201,1
2107,Maria Vitória Carvalho,novaisdavi-luiz@example.net,+55 31 6740-8656,2002-10-21,F,167,26667435,Designer de interiores,2186.79,1,2024-09-15 08:19:24.628231,2024-08-31 00:15:40.471616,1
2108,Aurora Casa Grande,daragao@example.org,+55 (051) 0229 5703,1989-07-18,F,84,05600966,Cinegrafista,4342.55,0,2024-05-11 21:21:50.223592,2024-10-12 19:34:30.487717,1
2109,Kevin Melo,melinasales@example.com,(031) 9355 3417,1986-11-17,M,180,99134-344,Relações públicas,2030.7,1,2023-11-16 13:46:49.054173,2025-03-13 10:32:30.076319,1
2110,Lívia Azevedo,sarahalves@example.com,51 0798 7679,1950-06-14,M,199,89453-781,Ginasta rítmica,6141.46,0,2023-11-06 06:48:31.298694,2025-07-16 23:43:23.816542,1
2111,Maria Flor Borges,fmartins@example.com,0500-368-9195,1947-05-02,M,140,16460-677,Agente comunitário de saúde,2535.65,0,2024-06-29 11:14:07.931010,2025-04-26 09:47:03.051631,1
2112,Nicolas Porto,barrosagatha@example.net,+55 (061) 0984-6347,1970-08-02,O,310,90597846,Artista plástico,3831.25,0,2025-02-22 13:06:38.766699,2024-08-27 09:24:00.725764,1
2113,Oliver Cavalcanti,scarvalho@example.com,(031) 7415-4633,1965-01-27,O,454,32011623,Mecânico,8515.34,0,2023-07-31 01:32:52.193986,2025-02-22 15:44:03.101481,1
2114,Nicole Santos,guilhermecaldeira@example.net,(031) 4190 1280,1966-10-03,M,191,68810084,Jogador de basquete,2094.12,0,2025-05-03 04:31:39.376967,2025-01-27 17:22:56.806637,1
2115,Cecilia Costa,leticia96@example.com,+55 (051) 9143-9420,1985-07-25,F,92,87961-268,Percursionista,3085.23,0,2024-02-18 04:35:39.087325,2024-12-30 18:27:38.030445,1
2116,Mateus da Rocha,falves@example.com,(031) 4801-5597,1954-03-29,M,128,04067974,Cirurgião bucal,5049.74,0,2024-08-03 15:33:01.504456,2025-07-02 09:50:20.096172,1
2117,Rebeca Aparecida,anna-lizpeixoto@example.com,+55 (041) 0565-2271,1994-09-05,M,414,50019304,Fisioterapeuta,4796.49,0,2025-06-24 06:45:28.732625,2025-01-24 17:01:55.065228,1
2118,Kevin Monteiro,zsampaio@example.net,0500-268-0750,1958-03-09,F,271,32458411,Engenheiro de projetos,2530.3,0,2023-08-10 06:44:17.570716,2025-06-19 09:21:30.459924,1
2119,Nicole Câmara,pastorlucas-gabriel@example.org,+55 (071) 9670 8338,1945-09-06,O,218,92069-451,Aeromoça,2302.23,1,2024-01-21 01:14:45.643694,2024-10-04 11:16:15.986571,1
2120,Alexandre Cassiano,fogacaisaque@example.org,51 8069 7338,1973-10-23,O,74,56745-754,Penhorista,2652.96,0,2024-05-19 03:15:45.376436,2024-11-01 06:23:24.120462,1
2121,Kaique Porto,isadora39@example.net,+55 81 8789 9172,1945-09-04,F,215,70507-939,Administrador,6148.29,0,2024-12-27 16:57:22.987607,2025-03-06 14:16:24.693641,1
2122,Olivia Campos,uda-paz@example.net,+55 (081) 5288-1513,1965-05-28,M,130,99996374,Museólogo,2592.68,1,2025-07-07 12:40:15.342713,2025-03-12 07:29:42.147691,1
2123,Laura Leão,clariceaparecida@example.org,(021) 9928-7100,1952-03-24,F,473,48921-306,Gestor de tecnologia da informação,3099.69,0,2025-02-04 12:56:32.325452,2025-06-20 18:02:40.393433,1
2124,Samuel Sales,gfogaca@example.com,+55 (051) 3977-0431,1950-03-17,M,435,60474-828,Naturólogo,2408.13,0,2023-08-29 06:16:20.398771,2025-06-13 12:21:46.679232,1
2125,Isabelly Alves,rsouza@example.net,+55 (084) 4551-6388,1989-05-27,F,44,40131303,Técnico tributarista,4241.93,0,2025-01-15 11:45:22.287453,2024-10-20 13:28:41.661140,1
2126,João Guilherme Monteiro,eporto@example.org,21 3289-9710,1964-01-26,M,244,52261282,Quiropraxista,3222.02,0,2024-09-04 07:47:28.532390,2025-07-05 10:04:55.613318,1
2127,Luiz Miguel Pacheco,vitoria18@example.org,31 7549 8111,1952-10-28,F,109,72866-634,Gerente de vendas,1804.94,0,2024-10-27 19:40:08.423597,2024-11-18 18:56:09.401246,1
2128,Maya da Luz,mendoncamaysa@example.com,61 0981-6608,1962-12-09,M,195,75229999,Cobaia Médica,1836.45,0,2025-07-18 10:04:27.260255,2025-05-26 19:40:46.829408,1
2129,Olívia Sales,fda-paz@example.com,0300 891 1281,1973-05-29,M,433,99168969,Desembargador de justiça,1097.4,0,2024-11-02 03:38:56.863037,2024-12-23 11:35:02.743039,1
2130,Marcelo Moraes,evelynpimenta@example.net,(031) 7143 8401,1984-12-22,O,250,10438238,Patinador,1967.15,1,2024-11-06 20:36:03.470305,2025-01-12 13:40:55.390653,1
2131,Dra. Allana da Luz,isis43@example.net,+55 31 5403 3596,1984-12-27,M,156,63981-410,Engenheiro de transportes,4433.63,0,2024-04-06 06:16:13.638166,2025-01-19 05:17:28.820911,1
2132,Benjamin Casa Grande,esthergomes@example.net,0800 007 0553,1970-05-17,F,99,04584-421,Kite-surfer,5778.39,0,2024-05-29 12:27:07.301628,2025-01-26 00:30:57.168760,1
2133,Dr. Davi Luiz Fogaça,hsa@example.org,+55 (031) 9627 7186,1991-12-14,M,388,38454-890,Cobrador de ônibus,4199.75,1,2024-11-28 20:25:02.683543,2025-04-04 15:29:08.823220,1
2134,Benjamim da Mata,joao-vitor01@example.net,0800 868 3017,1946-01-01,M,296,54840664,Assessor de imprensa,3933.62,0,2024-12-30 20:54:44.343630,2025-07-14 14:28:32.474988,1
2135,Dr. Luiz Henrique Aragão,davisampaio@example.com,11 6260-9492,1972-04-02,M,224,25601798,Dedetizador,2798.21,1,2024-10-09 21:12:46.445151,2025-01-28 21:07:33.466550,1
2136,João Vitor Moura,leticia91@example.org,(081) 4537-9569,1965-06-20,M,105,00289-504,Telefonista,4391.64,0,2024-10-02 23:28:44.297357,2024-10-28 13:43:19.826945,1
2137,Ana Vitória Moraes,hmendonca@example.net,84 8260 6928,1954-02-20,F,156,23338895,Dedetizador,3439.7,0,2025-01-16 18:35:50.151737,2025-01-31 12:30:55.207169,1
2138,Fernando Teixeira,nuneslaura@example.net,+55 (031) 4179 5883,1945-06-29,M,481,24110-054,Promotor de eventos,7348.3,0,2023-12-20 00:39:49.969870,2024-10-06 18:57:04.624994,1
2139,Enzo Nogueira,ottofreitas@example.org,+55 (061) 3350 0376,1986-06-02,O,247,41287-502,Investigador de Polícia,2837.78,0,2023-08-01 23:25:11.830209,2025-03-25 12:39:26.370953,1
2140,Dr. Kevin da Mata,cunhaeduardo@example.org,61 0028 5503,1944-12-10,F,191,80754-562,Meeiro,5834.27,1,2024-07-13 01:28:06.457211,2024-08-02 03:03:20.374661,1
2141,Maria Cecília Brito,nnovais@example.org,84 4710-6897,1992-10-08,M,248,02420-926,Separador,4614.95,0,2025-05-25 10:49:12.297171,2024-08-15 00:14:52.919821,1
